zip,type,year_built,listPrice,lastSoldPrice,list_to_sold_ratio,sqft,price_per_sqft,stories,beds,baths,baths_full,baths_full_calc,property_age,price_diff,price_ratio,price_change_pct
98168,7,1965,674940,634903,0.96,2010,315.87,1,4,2,1,2,61,40037,1.06,0.06
98029,0,1992,569974,1350078,1,2300,586.99,2,3,4.5,3.5,2,34,-33595,0.42,-0.58
98607,7,2006,1222787,1299923,1,3560,365.15,2,4,4.5,3.5,2,20,143,0.94,-0.06
98221,7,2019,569974,1462187.5,1,3820,417.57,2,4,4,2,2,7,-33595,0.39,-0.61
99205,7,1936,399846,399970,1,2300,173.9,2,5,2,2,2,90,-124,1,0
99181,4,1992,569974,134922,1,1180,114.34,2,2,2,2,2,34,43901,4.22,3.22
98374,7,2022,644942,645055,1,2190,294.55,2,3,3,2,2,4,-113,1,0
98178,7,1911,499983,474942,0.96,2920,162.65,2,3,1,1,2,115,25041,1.05,0.05
99212,7,1953,347571,339920,0.98,2230,152.43,1,4,1,1,2,73,7651,1.02,0.02
98465,7,2007,790034,820562,1.03,1820,450.86,1,2,2,2,2,19,-30528,0.96,-0.04
98346,7,2024,824896,824905,1,3320,248.47,2,5,4,3.5,2,2,-9,1,0
99353,7,2010,539823,539827,1,2080,259.53,1,3,2,1,2,16,-4,1,0
98367,7,1998,584948,560070,0.96,1670,335.37,2,2,2,1,2,28,24878,1.04,0.04
99224,7,2015,725061,720055,0.99,2600,276.94,2,4,3,2,2,11,5006,1.01,0.01
98002,7,1988,619060,625278,1.01,1650,378.96,1,3,2,1,2,38,-6218,0.99,-0.01
98012,0,2011,878904,815077,0.96,2140,380.88,2,4,3,2,2,15,43901,1.08,0.08
98624,4,1985,569974,280079,1,1850,151.39,2,3,0.5,2,2,41,43901,2.04,1.04
98116,7,1952,1222787,1462187.5,1.03,2960,680.56,1,3,3,3,2,74,-33595,0.84,-0.16
99163,7,1999,414905,414949,1,1280,324.18,2,3,2,1,2,27,-44,1,0
98144,3,1992,569974,449903,1,1810,324.3,2,3,0.5,2,2,34,43901,1.27,0.27
98664,0,1991,990084,990098,1,2280,434.25,1,2,2,2,2,35,-14,1,0
98116,0,1996,569974,256904,1,800,321.13,3.5,1.5,1,1,2,30,43901,2.22,1.22
98362,7,1909,725062,700064,0.97,2670,262.2,2,3,3,2,2,117,24998,1.04,0.04
98444,7,2025,569974,830080,1,2810,295.4,3,5.5,4.5,3.5,2,1,-33595,0.69,-0.31
98367,7,2025,625061,610047,0.98,1960,311.25,1,3,3,3,2,1,15014,1.02,0.02
98208,0,1979,274933,260096,0.96,1140,228.15,2,2,2,1,2,47,14837,1.06,0.06
98826,3,1992,40060,35050,0.96,1810,324.3,2,3,2,2,2,34,5010,1.14,0.14
98074,7,1979,1222787,1462187.5,1.01,3040,565.81,3,3,3,2,2,47,-20057,0.84,-0.16
98232,7,2006,569974,750093,1,2690,278.84,1,3,3,2,2,20,-33595,0.76,-0.24
98362,3,1992,89901,89913,1,1810,324.3,2,3,0.5,2,2,34,-12,1,0
98661,7,1943,360069,359906,1,720,499.87,1,2,1,1,2,83,163,1,0
98952,4,1995,569974,149925,1,2510,59.73,1,4,3,3,2,31,43901,3.8,2.8
98629,7,1993,569974,300054,1,670,447.84,2,1.5,1,1,2,33,43901,1.9,0.9
99181,6,1992,569974,135050,1,1810,324.3,2,3,0.5,2,2,34,43901,4.22,3.22
99216,7,1969,485068,497557,1.03,2390,208.18,2,5,2,2,2,57,-12489,0.97,-0.03
99208,7,1958,569974,359148,1,2590,138.67,1,4,2,2,2,68,43901,1.59,0.59
99201,0,1910,499081,474928,0.96,1500,316.62,2,1.5,2,1,2,116,24153,1.05,0.05
98112,7,2009,1222787,1462187.5,0.96,3865,680.56,2,5.5,4.5,3,2,17,43901,0.84,-0.16
98045,7,1977,569974,624059,1,1210,515.75,2,3,3,2,2,49,-33595,0.91,-0.09
98284,5,1996,569974,250383,1,1770,141.46,2,2,1,1,2,30,43901,2.28,1.28
99352,7,2026,488941,488961,1,1800,271.64,1,3,2,2,2,0,-20,1,0
98346,7,2023,674903,675084,1,1960,344.43,1,3,2,2,2,3,-181,1,0
98264,7,2016,749090,733948,0.98,2190,335.14,2,3,3,2,2,10,15142,1.02,0.02
99005,7,2003,1125089,1082596,0.96,3865,201.23,1,5.5,4,3,2,23,42493,1.04,0.04
98296,7,1999,999906,999922,1,2000,499.96,1,3,2,1,2,27,-16,1,0
98359,7,1983,785069,789933,1.01,3200,246.85,2,3,3,2,2,43,-4864,0.99,-0.01
98682,7,2004,530066,529931,1,2060,257.25,2,4,2,2,2,22,135,1,0
98125,0,1983,248097,252093,1.02,760,331.7,1,1.5,1,1,2,43,-3996,0.98,-0.02
98230,7,2025,625079,614927,0.98,2200,279.51,2,4,3,3,2,1,10152,1.02,0.02
98837,7,2025,383226,383099,1,1690,226.69,1,3,2,1,2,1,127,1,0
99338,7,2018,470064,475071,1.01,2190,216.93,2,4,3,2,2,8,-5007,0.99,-0.01
99212,7,1977,569974,264947,1,2000,132.47,1,2,2,2,2,49,43901,2.15,1.15
98058,3,1992,569974,1462187.5,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.39,-0.61
98685,7,2001,840053,840066,1,2880,291.69,1,4,3,3,2,25,-13,1,0
98387,7,2025,657043,657069,1,2840,231.36,2,4,3,2,2,1,-26,1,0
98075,7,1996,569974,1130067,1,3640,310.46,2,5,4,3,2,30,-33595,0.5,-0.5
98382,7,2023,589942,590053,1,1520,388.19,2,2,2,2,2,3,-111,1,0
98223,4,1989,569974,62619,1,1300,48.17,1,3,2,2,2,37,43901,9.1,8.1
98335,7,1976,569974,1462187.5,1,2580,680.56,2,3,2,2,2,50,-33595,0.39,-0.61
98682,7,1978,387087,386939,1,1270,304.68,1,4,2,2,2,48,148,1,0
98110,7,2008,918074,918099,1,1950,470.82,2,2,3,1,2,18,-25,1,0
98816,7,1992,569974,324950,1,1810,324.3,2,3,0.5,2,2,34,43901,1.75,0.75
99114,7,2002,569974,709936,1,3400,208.8,2,3,3,3,2,24,-33595,0.8,-0.2
98264,6,1973,569974,1462187.5,1,1440,680.56,2,3,2,2,2,53,-33595,0.39,-0.61
98626,7,1988,597054,596935,1,1650,361.78,2,3,3,3,2,38,119,1,0
98503,6,1992,569974,670066,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.85,-0.15
98346,7,2022,569974,674944,1,1810,324.3,2,3,0.5,2,2,4,-33595,0.84,-0.16
98513,7,2026,624927,625066,1,2250,277.81,2,4,3,2,2,0,-139,1,0
99009,4,1994,385098,385088,1,1080,356.56,1,3,2,2,2,32,10,1,0
98611,7,1999,569974,750079,1,3080,243.53,1,5.5,4.5,3,2,27,-33595,0.76,-0.24
98117,7,1942,979919,1257097,1.03,1540,680.56,1,3,2,1,2,84,-33595,0.78,-0.22
98284,4,1973,569974,250227,1,1080,231.69,2,3,2,2,2,53,43901,2.28,1.28
98391,7,1981,569974,550090,1,1720,319.82,2,3,2,2,2,45,19884,1.04,0.04
98826,7,2008,715084,714928,1,1500,476.62,2,2,2,1,2,18,156,1,0
99353,3,1992,179949,180081,1,1810,324.3,2,3,2,2,2,34,-132,1,0
98685,7,1977,569974,365079,1,1940,188.19,2,3,2,2,2,49,43901,1.56,0.56
98107,0,1995,479080,490091,1.02,880,556.92,1,2,2,1,2,31,-11011,0.98,-0.02
98115,7,1962,1222787,1462187.5,0.96,3610,547.11,1,5,3,2,2,64,43901,0.84,-0.16
98115,0,2025,1222787,1462187.5,0.99,2850,566.69,3,4,4,3,2,1,14983,0.84,-0.16
98014,7,2004,1222787,1462187.5,1.01,3865,403.31,2,5,4,3,2,22,-10963,0.84,-0.16
98023,7,2011,624923,625093,1,1750,357.2,2,4,3,2,2,15,-170,1,0
98101,0,1982,1000062,976428,0.98,1200,680.56,2,2,2,1,2,44,23634,1.02,0.02
98370,7,1991,469812,469990,1,1150,408.69,1,3,2,2,2,35,-178,1,0
98321,7,1909,569974,477916,1,2320,206,2,3,1,2,2,117,43901,1.19,0.19
98075,7,2014,1222787,1462187.5,1,2760,579.69,2,3,3,1,2,12,-21,0.84,-0.16
98274,7,2001,825064,804917,0.98,2600,309.58,1,3,3,2,2,25,20147,1.03,0.03
99026,7,2019,479835,494926,1.03,1340,369.35,1,2,2,2,2,7,-15091,0.97,-0.03
98579,7,2012,425080,410062,0.96,1630,251.57,1,3,2,2,2,14,15018,1.04,0.04
98391,7,1999,720052,699937,0.97,2780,251.78,2,3,3,2,2,27,20115,1.03,0.03
99362,7,1968,759974,759982,1,3810,199.47,1,5,3,3,2,58,-8,1,0
98092,7,1967,649899,650004,1,2400,270.83,1,5.5,3,2,2,59,-105,1,0
99344,7,2019,319951,310080,0.97,1200,258.4,1,2,2,1,2,7,9871,1.03,0.03
99353,6,1992,569974,448993,1,1810,324.3,2,3,0.5,2,2,34,43901,1.27,0.27
98053,7,2004,1174912,1174946,1,1560,680.56,1,2,2,1,2,22,-34,1,0
98367,7,2000,600094,607450,1.01,1800,337.47,2,4,3,2,2,26,-7356,0.99,-0.01
98223,4,2024,569974,675347,1,1400,482.39,1,2,1,1,2,2,-33595,0.84,-0.16
98133,7,1959,889938,949913,1.03,1980,479.75,2,3,2,1,2,67,-33595,0.94,-0.06
98115,7,2025,1222787,1462187.5,1,2920,636.95,2,4,4,2,2,1,5164,0.84,-0.16
99338,7,2004,650079,635100,0.98,2580,246.16,2,4,3,2,2,22,14979,1.02,0.02
98042,7,2026,780050,780001,1,2200,354.55,2,4,3,2,2,0,49,1,0
98513,7,1997,565084,555074,0.98,1980,280.34,1,3,3,1,2,29,10010,1.02,0.02
98020,0,2019,950027,949898,1,1040,680.56,1,2,2,1,2,7,129,1,0
98683,7,2005,525953,525968,1,1890,278.29,2,3,2,2,2,21,-15,1,0
98607,7,2003,715054,714935,1,2620,272.88,3,4,3,3,2,23,119,1,0
98380,7,1969,799957,800080,1,1440,555.61,1,3,2,1,2,57,-123,1,0
98498,7,1966,639583,643904,1.01,2290,281.18,2,4,3,1,2,60,-4321,0.99,-0.01
98312,7,1942,445066,450091,1.01,1860,241.98,1,2,2,1,2,84,-5025,0.99,-0.01
98932,7,1992,305062,294947,0.97,1150,256.48,1,3,2,1,2,34,10115,1.03,0.03
98632,7,1962,420084,434438,1.03,2160,201.13,2,3,2,1,2,64,-14354,0.97,-0.03
98075,7,1975,1099909,1075064,0.98,1520,680.56,1,3,2,1,2,51,24845,1.02,0.02
98248,7,1985,750072,772938,1.03,2170,356.19,2,3,3,1,2,41,-22866,0.97,-0.03
98387,7,1999,514406,509932,0.99,1810,281.73,1,3,2,2,2,27,4474,1.01,0.01
98074,7,2014,1222787,1462187.5,0.99,3180,666.64,2,4,3,2,2,12,20167,0.84,-0.16
98118,7,1953,1000085,1175087,1.03,2870,409.44,2,3,3,2,2,73,-33595,0.85,-0.15
98248,7,2003,480044,460097,0.96,1460,315.13,1,3,2,2,2,23,19947,1.04,0.04
98332,7,1993,1189841,1150085,0.97,3865,274.48,2,4,4.5,2,2,33,39756,1.03,0.03
98940,7,1986,398912,399065,1,1450,275.22,2,2,1,2,2,40,-153,1,0
98040,7,2022,1222787,1462187.5,1,3710,680.56,2,5,4.5,3.5,2,4,-4961,0.84,-0.16
98225,0,1973,275100,260069,0.96,630,412.81,2,1.5,1,1,2,53,15031,1.06,0.06
99338,7,2025,511921,513090,1,1880,272.92,1,4,2,1,2,1,-1169,1,0
98802,7,2025,474988,474800,1,1420,334.37,1,3,2,1,2,1,188,1,0
98166,7,1990,1222787,1249570,1,3150,396.69,2,5,4,3,2,36,-165,0.98,-0.02
98125,7,2005,1222787,1462187.5,1,3100,580.34,2,4,3,1,2,21,-151,0.84,-0.16
98112,0,1966,599995,599050,1,810,680.56,1,1.5,1,1,2,60,945,1,0
98671,7,2021,1054908,1054947,1,3865,263.08,2,5,4,3.5,2,5,-39,1,0
98531,7,2025,875019,917113,1.03,2720,337.17,2,3,4,2,2,1,-33595,0.95,-0.05
98359,7,2019,850087,855080,1.01,2080,411.1,1,3,2,2,2,7,-4993,0.99,-0.01
98126,7,1925,824930,843918,1.02,1800,468.84,1,3,2,2,2,101,-18988,0.98,-0.02
98531,7,1925,339910,337949,0.99,1100,307.23,1,2,1,1,2,101,1961,1.01,0.01
98664,7,1973,519909,519928,1,1580,329.07,1,3,2,2,2,53,-19,1,0
98503,6,1992,569974,670059,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.85,-0.15
98119,7,1909,1200079,1335567,1.03,1380,680.56,1,3,2,1,2,117,-33595,0.9,-0.1
98012,0,1981,615074,600081,0.98,1270,472.5,1,2,2,1,2,45,14993,1.02,0.02
99361,7,1971,398942,382936,0.96,2700,141.83,1,4,3,3,2,55,16006,1.04,0.04
98270,7,2000,639082,630083,0.99,1920,328.17,2,4,3,2,2,26,8999,1.01,0.01
98373,7,1971,425078,315064,0.96,1660,189.8,2,3,2,1,2,55,43901,1.35,0.35
99224,4,1977,28924,29076,1.01,1410,20.62,2,2,2,2,2,49,-152,0.99,-0.01
98683,7,1995,510667,510656,1,1590,321.17,1,3,2,2,2,31,11,1,0
98059,7,1976,875093,874931,1,1900,460.49,2,3,3,2,2,50,162,1,0
99362,7,1964,369057,365056,0.99,2550,143.16,1,3,2,1,2,62,4001,1.01,0.01
98042,7,2003,792071,780079,0.98,2640,295.48,2,5,3,2,2,23,11992,1.02,0.02
98033,3,1992,1222787,1462187.5,0.96,1810,324.3,2,3,2,2,2,34,43901,0.84,-0.16
98226,4,2003,749591,754418,1.01,1980,381.02,1,3,2,2,2,23,-4827,0.99,-0.01
98512,7,2025,1222787,1325862,1,3690,359.31,2,4,3,2,2,1,-1,0.92,-0.08
98284,7,2005,768910,758910,0.99,3130,242.46,2,4,3,2,2,21,10000,1.01,0.01
98104,0,2021,710043,710001,1,840,680.56,1,2,1,1,2,5,42,1,0
98391,7,2001,1222787,1350090,0.96,3865,236.03,2,5.5,4.5,3.5,2,25,43901,0.91,-0.09
98117,7,1916,949919,1338062,1.03,2460,543.93,2,3,2,1,2,110,-33595,0.71,-0.29
98230,7,2024,1034938,1014917,0.98,2890,351.18,1,4,3,1,2,2,20021,1.02,0.02
98512,7,1994,575078,590100,1.03,2230,264.62,2,3,3,2,2,32,-15022,0.97,-0.03
98002,0,1986,344913,345094,1,1210,285.2,1,2,2,2,2,40,-181,1,0
98569,3,1992,129845,120071,0.96,1810,324.3,2,3,2,2,2,34,9774,1.08,0.08
98144,7,1909,680088,615092,0.96,1050,585.8,2,4,1,1,2,117,43901,1.11,0.11
98023,7,1995,1050077,1009919,0.96,3320,304.19,2,3,3,2,2,31,40158,1.04,0.04
98208,7,2007,775047,780055,1.01,2190,356.19,2,3,3,2,2,19,-5008,0.99,-0.01
98686,7,2015,799960,799962,1,2530,316.19,1,3,3,3,2,11,-2,1,0
98498,8,1992,488904,480902,0.98,1570,306.31,2,3,2,2,2,34,8002,1.02,0.02
98409,7,1910,375072,375096,1,800,468.87,2,2,1,2,2,116,-24,1,0
98498,7,1992,569079,560095,0.98,2640,212.16,2,3,3,2,2,34,8984,1.02,0.02
98349,7,1977,385083,400069,1.03,990,404.11,2,2,2,2,2,49,-14986,0.96,-0.04
98335,7,1977,674921,685066,1.01,1700,402.98,2,3,2,1,2,49,-10145,0.99,-0.01
98312,7,2023,614996,615091,1,2570,239.34,2,4,3,2,2,3,-95,1,0
98626,7,1998,640058,640051,1,2890,221.47,2,5,3,3,2,28,7,1,0
98117,7,2025,1179913,1164905,0.99,1850,629.68,2,3,4,2,2,1,15008,1.01,0.01
98087,0,2006,729099,778930,1.03,2190,355.68,2,3,3,2,2,20,-33595,0.94,-0.06
98550,3,1992,289839,249918,0.96,1810,324.3,2,3,2,2,2,34,39921,1.16,0.16
98926,7,2015,494937,495072,1,2080,238.02,2,3,4,3,2,11,-135,1,0
98635,3,1992,110074,109901,1,1810,324.3,2,3,2,2,2,34,173,1,0
98392,7,1991,600085,599911,1,1640,365.8,2,3,3,2,2,35,174,1,0
98365,7,1990,755348,734948,0.97,2270,323.77,2,3,3,2,2,36,20400,1.03,0.03
98029,0,2008,629090,629076,1,1160,542.31,1,3,2,1,2,18,14,1,0
98926,7,1910,269910,264907,0.98,1090,243.03,1,2,1,1,2,116,5003,1.02,0.02
98020,0,1990,689072,644947,0.96,1040,620.14,1,2,2,1,2,36,43901,1.07,0.07
98368,7,2021,738918,739087,1,1720,429.7,1,2,2,1,2,5,-169,1,0
98118,7,1948,789890,830062,1.03,1230,674.85,1,3,2,1,2,78,-33595,0.95,-0.05
99205,7,1937,249927,243075,0.97,1680,144.69,2,3,1,1,2,89,6852,1.03,0.03
98102,0,1968,425049,414905,0.98,700,592.72,1,1.5,1,1,2,58,10144,1.02,0.02
98012,8,2008,599899,577925,0.96,1570,368.11,2,2,3,2,2,18,21974,1.04,0.04
98516,7,1995,568907,585051,1.03,2230,262.35,2,4,3,2,2,31,-16144,0.97,-0.03
98406,7,1956,500091,499949,1,1360,367.61,1,3,1,2,2,70,142,1,0
98122,0,2006,615076,613087,1,1080,567.67,1,2,2,2,2,20,1989,1,0
98225,7,1909,849850,845803,1,2220,380.99,2,4,2,2,2,117,4047,1,0
98155,7,1947,489946,510064,1.03,870,586.28,1,3,1,1,2,79,-20118,0.96,-0.04
98662,7,1999,505054,505096,1,2090,241.67,2,3,3,3,2,27,-42,1,0
98033,8,1981,1222787,1462187.5,1.01,2420,627.3,2,3,3,2,2,45,-17987,0.84,-0.16
98366,7,2010,1222787,1425052,0.98,3865,265.87,1,5,4,2,2,16,24888,0.86,-0.14
98686,7,2025,524898,524883,1,1610,326.01,2,3,2,2,2,1,15,1,0
98115,7,1927,739093,745099,1.01,680,680.56,1,1.5,1,2,2,99,-6006,0.99,-0.01
98375,7,1981,300093,299938,1,1070,280.32,1,2,1,1,2,45,155,1,0
98112,7,1957,1222787,1462187.5,0.96,2680,680.56,2,2,3,1,2,69,43901,0.84,-0.16
98006,0,1984,375065,330083,0.96,900,366.76,1,2,1,1,2,42,43901,1.14,0.14
98109,0,1982,665078,664929,1,970,680.56,1,2,1,2,2,44,149,1,0
98030,7,2026,740010,740035,1,1890,391.55,2,4,3,1,2,0,-25,1,0
98274,7,2006,899093,874070,0.97,3865,217.97,2,4,3,1,2,20,25023,1.03,0.03
98520,7,1946,239954,223054,0.96,1180,189.03,2,4,1,2,2,80,16900,1.08,0.08
98103,7,1926,1199987,1401906,1.03,1930,680.56,2,3,2,1,2,100,-33595,0.86,-0.14
99208,7,1942,339076,332069,0.98,1630,203.72,1,4,2,2,2,84,7007,1.02,0.02
98391,7,2025,783688,767771,0.98,2220,345.84,1,2,3,2,2,1,15917,1.02,0.02
98360,8,2008,480072,488487,1.02,2080,234.85,2,3,3,3,2,18,-8415,0.98,-0.02
98671,7,1920,249942,249946,1,860,290.63,2,1.5,1,2,2,106,-4,1,0
98144,0,1930,680088,650086,0.96,900,680.56,1,1.5,2,1,2,96,30002,1.05,0.05
99301,7,2006,569974,540068,1,2710,199.29,2,5,3,3,2,20,29906,1.06,0.06
98579,7,2025,627973,616923,0.98,1710,360.77,1,3,2,2,2,1,11050,1.02,0.02
98038,4,2006,474931,470073,0.99,1710,274.9,1,3,2,1,2,20,4858,1.01,0.01
99159,7,1996,449933,419911,0.96,1810,324.3,1,3,2,1,2,30,30022,1.07,0.07
98922,7,2025,1222787,1462187.5,1.03,2540,680.56,1,3,3,2,2,1,-33595,0.84,-0.16
99122,7,1962,389937,385055,0.99,3260,118.12,2,4,3,2,2,64,4882,1.01,0.01
98501,8,1978,274886,275070,1,1080,254.69,2,2,2,1,2,48,-184,1,0
98168,7,2023,501936,497944,0.99,1410,353.15,2,3,2,1,2,3,3992,1.01,0.01
98201,7,1915,399900,399888,1,1240,322.49,1,2,1,1,2,111,12,1,0
98055,7,2026,1049897,1044917,1,2810,371.86,2,4,3,2,2,0,4980,1,0
98042,7,1992,549938,570091,1.03,1090,523.02,1,3,2,1,2,34,-20153,0.96,-0.04
98360,7,2021,569974,950085,1,2490,381.56,1,3,2,2,2,5,-33595,0.6,-0.4
98233,0,2001,569974,415378,1,1420,292.52,1,2,2,2,2,25,43901,1.37,0.37
98405,7,1909,649100,648909,1,2440,265.95,2,4,3,1,2,117,191,1,0
98026,0,1977,224876,230070,1.02,880,261.44,1,2,1,1,2,49,-5194,0.98,-0.02
98372,7,1967,614934,645059,1.03,2280,282.92,1,5,3,2,2,59,-30125,0.95,-0.05
98682,7,1996,454930,454912,1,1300,349.93,1,3,2,2,2,30,18,1,0
98684,7,2016,710054,710076,1,2600,273.11,2,4,2,2,2,10,-22,1,0
99202,7,1911,250064,249931,1,1200,208.28,2,2,2,1,2,115,133,1,0
98577,7,1940,196062,168083,0.96,1090,154.2,1,2,1,1,2,86,27979,1.17,0.17
98387,5,1979,575090,575086,1,1520,378.35,2,4,2,2,2,47,4,1,0
99337,7,1940,569974,341061,1,1160,294.02,1,3,1,1,2,86,43901,1.67,0.67
98607,7,2025,510066,510050,1,1480,344.63,2,4,2,2,2,1,16,1,0
98204,4,1995,134090,120076,0.96,1770,67.84,1,3,2,2,2,31,14014,1.12,0.12
98273,7,2002,400091,396052,0.99,1370,289.09,1,3,2,1,2,24,4039,1.01,0.01
98037,0,1989,325076,324918,1,960,338.46,2,2,2,2,2,37,158,1,0
99352,7,2025,599961,599972,1,2200,272.71,1,3,3,2,2,1,-11,1,0
98144,7,1921,718933,719060,1,1060,678.36,2,2,2,1,2,105,-127,1,0
98577,7,1940,215061,199920,0.96,710,281.58,1,1.5,1,1,2,86,15141,1.08,0.08
98166,8,2023,614917,614931,1,1300,473.02,2,2,3,1,2,3,-14,1,0
98116,7,1923,675064,657371,0.97,780,680.56,1,2,1,1,2,103,17693,1.03,0.03
99224,7,2014,582582,565061,0.97,2280,247.83,2,4,2,2,2,12,17521,1.03,0.03
98092,7,2015,698867,700084,1,2440,286.92,2,5,3,2,2,11,-1217,1,0
98022,4,1982,99853,94854,0.96,1600,59.28,1,3,2,2,2,44,4999,1.05,0.05
98908,7,1978,424932,411919,0.97,2780,148.17,2,3,2,2,2,48,13013,1.03,0.03
99352,7,1952,569974,401262,1,1510,265.74,1,4,1,1,2,74,43901,1.42,0.42
98626,4,1992,334930,324908,0.97,1300,249.93,1,3,2,1,2,34,10022,1.03,0.03
98115,7,2025,1144916,1144944,1,1650,680.56,2,3,3,1,2,1,-28,1,0
98686,8,2026,456439,456458,1,1550,294.49,2,3,2,2,2,0,-19,1,0
98902,7,1925,244091,247051,1.01,1150,214.83,2,2,1,1,2,101,-2960,0.99,-0.01
98373,7,2026,629917,629897,1,1910,329.79,2,4,3,2,2,0,20,1,0
98022,4,1992,164910,149948,0.96,1340,111.9,1,3,2,1,2,34,14962,1.1,0.1
98223,7,2001,540043,528923,0.98,1300,406.86,1,3,2,1,2,25,11120,1.02,0.02
98584,6,1992,569974,18059,1,1810,324.3,2,3,0.5,2,2,34,43901,31.56,30.56
98112,7,1909,1222787,1462187.5,0.96,2940,506.1,2,4,2,1,2,117,43901,0.84,-0.16
98188,7,1954,724915,725081,1,2200,329.58,1,3,2,1,2,72,-166,1,0
99362,7,1975,569974,131490,1,1980,66.41,2,4,2,2,2,51,43901,4.33,3.33
98117,8,2006,684947,670050,0.98,1460,458.94,2,3,4,2,2,20,14897,1.02,0.02
99352,7,2012,360091,359942,1,1330,270.63,1,3,2,2,2,14,149,1,0
98168,7,1934,575088,565064,0.98,1500,376.71,1,3,2,2,2,92,10024,1.02,0.02
98569,7,1986,299055,298902,1,2010,148.71,2,1.5,2,2,2,40,153,1,0
98631,0,2000,275901,270448,0.98,390,680.56,1,1.5,1,1,2,26,5453,1.02,0.02
98684,7,2026,566753,566729,1,1820,311.39,2,3,2,2,2,0,24,1,0
98686,8,2025,414906,415030,1,1630,254.62,2,3,2,2,2,1,-124,1,0
98019,8,2025,799805,799946,1,2170,368.64,2,3,3,1,2,1,-141,1,0
99016,7,2023,433908,419948,0.97,1470,285.68,2,3,2,1,2,3,13960,1.03,0.03
98056,7,1977,1000064,1000077,1,1700,588.28,3,3,3,1,2,49,-13,1,0
98354,7,2025,950087,950070,1,2820,336.9,2,4,3,2,2,1,17,1,0
98271,7,2006,1200071,1199941,1,3865,238.56,2,4,4,2,2,20,130,1,0
98034,8,2025,900051,900075,1,1600,562.55,2,3,3,2,2,1,-24,1,0
98550,7,1930,260068,275052,1.03,1360,202.24,2,3,1,1,2,96,-14984,0.95,-0.05
98665,7,1970,434976,434813,1,1280,339.7,1,3,1,1,2,56,163,1,0
99001,5,2006,495415,495437,1,2150,230.44,1,5.5,4,3.5,2,20,-22,1,0
98271,7,2025,515752,516019,1,1000,516.02,2,2,2,2,2,1,-267,1,0
98042,7,1983,694941,685060,0.99,2400,285.44,2,3,3,1,2,43,9881,1.01,0.01
98117,8,2026,739802,739994,1,1460,506.85,2,3,3,1,2,0,-192,1,0
98837,7,2025,383407,383606,1,1410,272.06,1,3,2,2,2,1,-199,1,0
98198,8,1982,390006,384915,0.99,1280,300.71,2,3,2,1,2,44,5091,1.01,0.01
98012,7,2004,569974,415060,1,2230,186.13,2,3,3,2,2,22,43901,1.37,0.37
98277,7,1975,569974,650228,1,1140,570.38,1,2,1,1,2,51,-33595,0.88,-0.12
98177,7,1960,1222787,1250051,0.96,3520,355.13,2,5,3,1,2,66,43901,0.98,-0.02
98027,7,1974,569974,1233928,1,2040,604.87,1,4,4,2,2,52,-33595,0.46,-0.54
98439,4,1982,129950,135066,1.03,1240,108.92,1,3,2,1,2,44,-5116,0.96,-0.04
98121,0,1982,569974,976589,1,1200,680.56,3.5,2,3,2,2,44,-33595,0.58,-0.42
98031,7,1980,569974,490090,1,1500,326.73,1,3,2,1,2,46,43901,1.16,0.16
98258,0,2008,569974,664935,1,1870,355.58,2,3,3,2,2,18,-33595,0.86,-0.14
98223,7,1989,569974,775072,1,2020,383.7,1,3,2,2,2,37,-33595,0.74,-0.26
98542,7,1977,569974,149931,1,920,162.97,2,3,1,1,2,49,43901,3.8,2.8
98503,7,1987,569974,1462187.5,1,2460,680.56,2,4,3,2,2,39,-33595,0.39,-0.61
98339,4,2025,428943,428918,1,1550,276.72,1,3,2,1,2,1,25,1,0
98620,3,1992,143924,143786,1,1810,324.3,2,3,2,2,2,34,138,1,0
98816,0,1992,569974,19041,1,900,21.16,2,3,0.5,2,2,34,43901,29.93,28.93
99157,7,1913,569974,115933,1,1420,81.64,2,2,1,1,2,113,43901,4.92,3.92
98117,8,2025,649817,649999,1,1230,528.45,2,2,2,1,2,1,-182,1,0
98501,7,2025,569974,575017,1,2320,247.85,2,3,3,2,2,1,-5043,0.99,-0.01
98312,7,1987,569974,240370,1,1140,210.85,1,3,2,2,2,39,43901,2.37,1.37
98053,8,2005,939925,965060,1.03,1350,680.56,2,2,2,1,2,21,-25135,0.97,-0.03
98837,7,2025,394016,394606,1,1800,219.23,1,3,2,2,2,1,-590,1,0
98375,7,1992,569974,565089,1,1810,324.3,2,3,0.5,2,2,34,4885,1.01,0.01
98258,4,1978,569974,402050,1,1570,256.08,1,3,2,2,2,48,43901,1.42,0.42
98102,7,1918,569974,1177640,1,3610,326.22,3,5,4.5,3.5,2,108,-33595,0.48,-0.52
98444,0,1968,569974,1462187.5,1,1810,324.3,3,3,0.5,2,2,58,-33595,0.39,-0.61
98944,7,2009,332844,299946,0.96,1730,173.38,1,3,2,2,2,17,32898,1.11,0.11
98942,7,2025,569974,410905,1,1920,214.01,1,3,4,2,2,1,43901,1.39,0.39
98363,7,1943,569974,129913,1,880,147.63,1,3,1,1,2,83,43901,4.39,3.39
98117,8,2026,869840,869809,1,1810,480.56,2,4,3,1,2,0,31,1,0
