zip,type,year_built,listPrice,lastSoldPrice,list_to_sold_ratio,sqft,price_per_sqft,stories,beds,baths,baths_full,baths_full_calc,property_age,price_diff,price_ratio,price_change_pct
98579,7,2023,574939,574903,1,2030,283.2,1,3,2,1,2,3,36,1,0
99349,0,2007,329912,328071,0.99,1320,248.54,1,3,2,2,2,19,1841,1.01,0.01
98626,5,1971,774913,730052,0.96,1810,324.3,2,5.5,4,2,2,55,43901,1.06,0.06
99006,3,1992,175095,175096,1,1810,324.3,2,3,2,2,2,34,-1,1,0
98367,7,2025,905015,905029,1,3865,221.28,2,5,4.5,3.5,2,1,-14,1,0
98584,4,1990,254939,219944,0.96,980,224.43,1,2,2,1,2,36,34995,1.16,0.16
98908,7,2022,528923,515077,0.97,1590,323.95,1,3,2,2,2,4,13846,1.03,0.03
98338,7,2025,1222787,1462187.5,1.03,3865,309.17,2,4,4,3.5,2,1,-33595,0.84,-0.16
98052,7,1980,1222787,1300064,0.98,1700,680.56,2,4,2,1,2,46,25006,0.94,-0.06
98638,3,1992,249089,248933,1,1810,324.3,2,3,2,2,2,34,156,1,0
98117,8,2016,824860,809927,0.98,1760,460.19,2,3,2,2,2,10,14933,1.02,0.02
98424,8,2008,468062,465078,0.99,1340,347.07,2,2,3,2,2,18,2984,1.01,0.01
98327,0,2005,339910,342092,1.01,1020,335.38,1,2,2,1,2,21,-2182,0.99,-0.01
98030,7,1986,875061,879933,1.01,2130,413.11,1,5,3,2,2,40,-4872,0.99,-0.01
98043,7,1951,588930,614913,1.03,1420,433.04,1,3,1,1,2,75,-25983,0.96,-0.04
98445,7,1997,404949,404902,1,1180,343.14,2,3,2,2,2,29,47,1,0
98258,7,2021,569974,635088,1,2200,288.68,2,4,4,3,2,5,-33595,0.9,-0.1
98576,7,1991,422598,422562,1,1110,380.69,1,3,2,1,2,35,36,1,0
98201,0,1996,374928,375084,1,1100,340.99,1,2,2,2,2,30,-156,1,0
98506,7,1999,460086,460064,1,1230,374.04,1,3,2,2,2,27,22,1,0
98387,7,1997,480005,485074,1.01,1690,287.03,2,5,3,1,2,29,-5069,0.99,-0.01
99206,7,2006,449818,439982,0.98,1550,283.86,1,3,2,2,2,20,9836,1.02,0.02
99338,7,2026,609968,632851,1.03,2470,256.21,1,4,3,1,2,0,-22883,0.96,-0.04
99006,3,1992,155087,149950,0.97,1810,324.3,2,3,2,2,2,34,5137,1.03,0.03
98026,8,2011,715097,724908,1.01,1740,416.61,2,3,3,2,2,15,-9811,0.99,-0.01
98029,7,1999,1222787,1230087,1,2080,591.39,2,3,3,2,2,27,-10,0.99,-0.01
98626,3,1992,115055,114944,1,1810,324.3,2,3,2,2,2,34,111,1,0
98121,0,2007,299916,319931,1.03,620,516.02,1,1.5,1,1,2,19,-20015,0.94,-0.06
98501,0,2000,345006,340063,0.99,1230,276.47,2,3,2,1,2,26,4943,1.01,0.01
98011,7,1961,1015072,999901,0.99,2370,421.9,2,4,2,2,2,65,15171,1.02,0.02
98059,7,2010,788553,772902,0.98,1820,424.67,2,4,3,2,2,16,15651,1.02,0.02
98848,7,1954,319082,314085,0.98,960,327.17,1,3,1,1,2,72,4997,1.02,0.02
98406,0,1981,309935,300072,0.97,1070,280.44,3,2,2,1,2,45,9863,1.03,0.03
99224,5,2024,678940,656748,0.97,3030,216.75,2,5.5,4.5,3.5,2,2,22192,1.03,0.03
98499,7,2000,530000,524938,0.99,2020,259.87,2,3,3,2,2,26,5062,1.01,0.01
98580,7,2015,650045,670054,1.03,1760,380.71,1,3,2,2,2,11,-20009,0.97,-0.03
98682,7,2025,555092,554910,1,2210,251.09,2,3,2,2,2,1,182,1,0
98005,7,1958,1222787,1462187.5,0.99,2780,680.56,1,4,3,3,2,68,15805,0.84,-0.16
98247,3,1992,454948,430084,0.96,1810,324.3,2,3,2,2,2,34,24864,1.06,0.06
98021,7,2002,1222787,1462187.5,1,2940,510.24,2,4,3,2,2,24,-1165,0.84,-0.16
98277,4,1987,30099,21935,0.96,1300,16.87,1,3,2,2,2,39,8164,1.37,0.37
98682,7,2009,475079,474916,1,1430,332.11,1,4,2,2,2,17,163,1,0
98335,3,1992,199056,190094,0.96,1810,324.3,2,3,2,2,2,34,8962,1.05,0.05
98144,8,2018,569974,609929,1,1240,491.88,3,2,3,2,2,8,-33595,0.93,-0.07
98367,7,2003,674937,674928,1,2770,243.66,2,4,3,2,2,23,9,1,0
98387,7,2005,467599,475060,1.02,1380,344.25,1,3,2,2,2,21,-7461,0.98,-0.02
98055,7,1950,650058,688871,1.03,1510,456.21,1,2,1,1,2,76,-33595,0.94,-0.06
98360,7,1930,454804,452594,1,1450,312.13,2,3,1,1,2,96,2210,1,0
98908,7,1993,474916,479917,1.01,1820,263.69,1,3,2,2,2,33,-5001,0.99,-0.01
98270,7,1969,614903,614940,1,1650,372.69,1,3,3,1,2,57,-37,1,0
98937,7,1977,474908,474924,1,1900,249.96,1,4,3,3,2,49,-16,1,0
98531,4,1998,139934,141086,1.01,1680,83.98,1,3,2,2,2,28,-1152,0.99,-0.01
98374,7,2024,569974,1462187.5,1,2760,680.56,2,3,2,2,2,2,-33595,0.39,-0.61
98944,7,1940,264942,255088,0.96,1220,209.09,2,4,1,1,2,86,9854,1.04,0.04
99336,7,1999,354964,350060,0.99,1250,280.05,1,3,2,2,2,27,4904,1.01,0.01
98607,7,2026,799840,799965,1,2670,299.61,2,4,3,3,2,0,-125,1,0
98536,7,2015,199956,194929,0.97,580,336.08,1,1.5,1,2,2,11,5027,1.03,0.03
98020,7,1983,1222787,1462187.5,1.03,1600,680.56,1,2,2,1,2,43,-33595,0.84,-0.16
98203,7,1996,574941,570096,0.99,1170,487.26,1,3,2,2,2,30,4845,1.01,0.01
98020,7,1964,1139056,1138939,1,1790,636.28,2,4,3,1,2,62,117,1,0
99337,3,1992,154931,154937,1,1810,324.3,2,3,2,2,2,34,-6,1,0
98671,7,2006,1222787,1400069,1,3530,396.62,2,4,3,3,2,20,-122,0.87,-0.13
99037,7,1994,404947,394907,0.98,2410,163.86,1,3,3,2,2,32,10040,1.03,0.03
99338,6,1992,569974,1186818,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.48,-0.52
99301,8,2024,349946,350073,1,1180,296.67,2,3,3,1,2,2,-127,1,0
98312,7,1934,425053,424915,1,2020,210.35,2,3,2,2,2,92,138,1,0
98908,7,1970,319051,313596,0.98,1200,261.33,1,3,1,1,2,56,5455,1.02,0.02
98092,8,2004,479744,479707,1,1770,271.02,2,2,3,1,2,22,37,1,0
98682,4,2024,144924,144916,1,1020,142.07,1,3,2,2,2,2,8,1,0
98072,8,2025,1222787,1462187.5,0.98,2580,620.13,2,4,4,3,2,1,24975,0.84,-0.16
98144,8,2025,508913,509100,1,1120,454.55,2,3,2,1,2,1,-187,1,0
98363,4,1973,250029,225062,0.96,920,244.63,1,2,2,1,2,53,24967,1.11,0.11
98087,8,2026,614941,615063,1,1440,427.13,2,2,3,1,2,0,-122,1,0
98338,0,1986,399811,405086,1.01,1290,314.02,1,3,2,2,2,40,-5275,0.99,-0.01
98374,4,1995,495051,494949,1,1300,380.73,1,3,2,1,2,31,102,1,0
98584,4,1989,24918,18925,0.96,730,25.92,1,2,1,2,2,37,5993,1.32,0.32
98021,8,2005,739880,739857,1,1500,493.24,2,3,3,1,2,21,23,1,0
98087,8,2025,580084,579931,1,1290,449.56,2,3,3,1,2,1,153,1,0
98031,0,1997,317435,307910,0.97,1020,301.87,2,2,2,1,2,29,9525,1.03,0.03
99110,3,1992,85082,81929,0.96,1810,324.3,2,3,2,2,2,34,3153,1.04,0.04
98642,3,1992,999928,999907,1,1810,324.3,2,3,2,2,2,34,21,1,0
98144,8,2018,599923,600082,1,1110,540.61,2,2,2,2,2,8,-159,1,0
98052,8,2002,706897,700058,0.99,1330,526.36,2,3,2,1,2,24,6839,1.01,0.01
98569,3,1992,161914,149913,0.96,1810,324.3,2,3,2,2,2,34,12001,1.08,0.08
98260,3,1992,275071,390052,1.03,1810,324.3,2,3,2,2,2,34,-33595,0.71,-0.29
99022,3,1992,125072,125062,1,1810,324.3,2,3,2,2,2,34,10,1,0
98248,6,1970,569974,1210375,1,1810,324.3,2,3,0.5,2,2,56,-33595,0.47,-0.53
98014,8,2025,707262,717634,1.01,1560,460.02,2,3,3,2,2,1,-10372,0.99,-0.01
98367,3,1992,298942,219948,0.96,1810,324.3,2,3,2,2,2,34,43901,1.36,0.36
98403,6,1910,569974,445911,1,3500,127.4,1,3,0.5,2,2,116,43901,1.28,0.28
98012,8,2026,800003,799846,1,1800,444.36,2,4,4,3,2,0,157,1,0
99350,2,1992,250058,445263,1.03,1810,324.3,2,3,2,2,2,34,-33595,0.56,-0.44
98109,6,1992,569974,568006,1,1810,324.3,2,3,0.5,2,2,34,1968,1,0
98611,3,1992,209990,209959,1,1810,324.3,2,3,2,2,2,34,31,1,0
98661,7,1962,720089,720082,1,2580,279.1,1,4,2,2,2,64,7,1,0
98005,8,2025,1222787,1330091,1,1620,680.56,2,3,3,1,2,1,-28,0.92,-0.08
98571,3,1992,175071,144906,0.96,1810,324.3,2,3,2,2,2,34,30165,1.21,0.21
98052,6,2015,569974,568006,1,1810,324.3,3.5,3,0.5,2,2,11,1968,1,0
98014,8,1992,569974,717625,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.79,-0.21
98626,5,1971,569974,730074,1,1810,324.3,2,5.5,0.5,2,2,55,-33595,0.78,-0.22
98012,6,1992,569974,1462187.5,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.39,-0.61
98373,3,1992,569974,761487,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.75,-0.25
98021,8,2005,569974,740038,1,1580,468.38,2,3,2,1,2,21,-33595,0.77,-0.23
98012,5,1968,569974,1462187.5,1,3865,680.56,2,3,4.5,3.5,2,58,-33595,0.39,-0.61
98203,7,2017,585098,575076,0.98,1780,323.08,2,3,3,2,2,9,10022,1.02,0.02
98029,8,2000,799084,780089,0.98,1460,534.31,2,3,2,2,2,26,18995,1.02,0.02
98683,8,2021,347582,347415,1,1430,242.95,2,3,2,2,2,5,167,1,0
98626,6,1992,569974,115067,1,1810,324.3,2,3,0.5,2,2,34,43901,4.95,3.95
98660,5,1942,425094,425064,1,1770,240.15,1,2,2,2,2,84,30,1,0
98846,5,1978,424947,450098,1.03,1810,324.3,2,3,2,2,2,48,-25151,0.94,-0.06
99347,3,1992,48906,48901,1,1810,324.3,2,3,2,2,2,34,5,1,0
98258,7,2007,664911,664949,1,2080,319.69,2,4,3,2,2,19,-38,1,0
98019,8,1992,569974,898564,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.63,-0.37
98328,3,1992,199835,165056,0.96,1810,324.3,2,3,2,2,2,34,34779,1.21,0.21
98102,1,1961,315088,315093,1,650,484.76,2,1.5,1,1,2,65,-5,1,0
98503,5,2015,569974,1462187.5,1,3865,274.59,2,3,4.5,3.5,2,11,-33595,0.39,-0.61
99009,4,1999,449973,440085,0.98,1800,244.49,2,3,2,2,2,27,9888,1.02,0.02
98381,4,1978,230085,210085,0.96,2300,91.34,1,4,2,2,2,48,20000,1.1,0.1
98107,8,2025,569974,875080,1,1600,546.92,3,3,4,2,2,1,-33595,0.65,-0.35
98144,8,2024,569974,508938,1,1260,403.92,2,3,2,2,2,2,43901,1.12,0.12
98837,4,2008,195055,189091,0.97,1840,102.77,1,2,2,2,2,18,5964,1.03,0.03
98204,8,2004,645065,639922,0.99,1990,321.57,2,3,3,2,2,22,5143,1.01,0.01
98380,4,2022,630100,610077,0.97,2380,256.33,1,3,2,2,2,4,20023,1.03,0.03
98001,5,1969,600078,580066,0.97,1800,322.26,2,4,2,2,2,57,20012,1.03,0.03
98642,7,1978,509938,509950,1,1620,314.78,2,3,2,2,2,48,-12,1,0
99022,3,1992,124936,124922,1,1810,324.3,2,3,2,2,2,34,14,1,0
98059,7,2025,1222787,1462187.5,1.03,3360,680.56,2,5,4.5,2,2,1,-33595,0.84,-0.16
98003,0,1990,569974,340289,1,1060,321.03,3,3,2,2,2,36,43901,1.67,0.67
98626,7,1942,325064,323068,0.99,1000,323.07,1,3,1,1,2,84,1996,1.01,0.01
98052,0,1972,239919,227099,0.96,420,540.71,1,1.5,1,1,2,54,12820,1.06,0.06
98662,0,1981,250072,249916,1,1230,203.18,2,2,2,2,2,45,156,1,0
98498,7,1946,337581,347573,1.03,770,451.39,1,2,1,2,2,80,-9992,0.97,-0.03
99208,7,1910,234943,234914,1,960,244.7,1,2,1,1,2,116,29,1,0
99037,7,2025,514869,514867,1,2550,201.91,2,3,3,3,2,1,2,1,0
98584,7,1975,319903,319919,1,1280,249.94,2,2,1,1,2,51,-16,1,0
98038,7,2004,734944,734921,1,2040,360.26,2,4,3,2,2,22,23,1,0
98003,7,1963,569974,400097,1,1730,231.27,1,3,1,1,2,63,43901,1.42,0.42
98270,7,1954,499915,495066,0.99,1710,289.51,1,2,1,1,2,72,4849,1.01,0.01
99205,7,1917,569974,283322,1,1290,219.63,1,3,1,1,2,109,43901,2.01,1.01
98258,7,2025,784866,769938,0.98,2200,349.97,2,4,4,3,2,1,14928,1.02,0.02
99205,7,1950,344922,350079,1.01,1600,218.8,1,3,1,1,2,76,-5157,0.99,-0.01
98074,7,2016,1222787,1462187.5,1,3140,539.14,2,3,3,2,2,10,-4984,0.84,-0.16
98019,8,2025,893744,898393,1.01,2130,421.78,2,4,4,2,2,1,-4649,0.99,-0.01
98367,7,2025,752003,752010,1,3360,223.81,2,5,4.5,3.5,2,1,-7,1,0
98373,7,2026,675078,664904,0.98,2580,257.71,2,5,3,2,2,0,10174,1.02,0.02
98036,0,1978,569974,333090,1,970,343.39,1,2,2,2,2,48,43901,1.71,0.71
98012,7,1983,649898,715072,1.03,1380,518.17,1,3,2,2,2,43,-33595,0.91,-0.09
98387,7,2020,569974,540057,1,2170,248.87,2,4,2,2,2,6,29917,1.06,0.06
98037,8,2021,747928,735070,0.98,1800,408.37,2,4,4,2,2,5,12858,1.02,0.02
99019,7,2025,779146,779109,1,2650,294,1,4,3,3,2,1,37,1,0
98117,8,2025,1079100,1079079,1,2010,536.86,2,3,3,1,2,1,21,1,0
98271,7,1999,400060,408059,1.02,920,443.54,1,2,1,1,2,27,-7999,0.98,-0.02
98203,0,1979,304929,290942,0.96,840,346.36,3,2,1,1,2,47,13987,1.05,0.05
98003,7,1978,599927,600098,1,2190,274.02,2,4,4,2,2,48,-171,1,0
98033,0,1982,1222787,1462187.5,0.98,1940,680.56,1,3,2,2,2,44,43901,0.84,-0.16
98115,7,1946,1100087,1099916,1,2210,497.7,1,3,2,1,2,80,171,1,0
98003,7,2026,724861,725018,1,2330,311.17,2,4,3,2,2,0,-157,1,0
99224,5,1999,400062,385054,0.96,1760,218.78,3,3,2,2,2,27,15008,1.04,0.04
98258,7,2021,900043,865071,0.96,3280,263.74,2,5,3,3,2,5,34972,1.04,0.04
98296,8,2026,760087,765085,1.01,1880,406.96,2,4,4,1,2,0,-4998,0.99,-0.01
98902,7,1930,349073,336933,0.97,2770,121.64,2,2,2,2,2,96,12140,1.04,0.04
98001,4,1982,349423,400920,1.03,2280,175.84,1,4,3,2,2,44,-33595,0.87,-0.13
98125,7,1949,895051,884928,0.99,1840,480.94,2,5,3,1,2,77,10123,1.01,0.01
98661,7,2024,558988,558967,1,2380,234.86,2,4,2,2,2,2,21,1,0
98632,7,1972,569974,449937,1,1460,308.18,1,4,2,2,2,54,43901,1.27,0.27
98117,8,2025,695074,694937,1,1030,674.7,2,2,2,1,2,1,137,1,0
99006,3,1992,182077,182063,1,1810,324.3,2,3,2,2,2,34,14,1,0
98272,8,2002,460075,454914,0.99,1250,363.93,2,3,3,2,2,24,5161,1.01,0.01
98377,3,1992,250054,230067,0.96,1810,324.3,2,3,2,2,2,34,19987,1.09,0.09
98604,4,1996,675081,680340,1.01,2670,254.81,1,3,2,2,2,30,-5259,0.99,-0.01
99006,7,2013,409814,407065,0.99,1420,286.67,1,3,2,2,2,13,2749,1.01,0.01
99109,7,1999,235403,235434,1,800,294.29,1,2,1,1,2,27,-31,1,0
98027,8,2020,850097,875097,1.03,1720,508.78,2,3,3,1,2,6,-25000,0.97,-0.03
98541,7,1954,378925,378906,1,1430,264.97,1,4,1,1,2,72,19,1,0
98387,4,1987,500048,494930,0.99,1510,327.77,1,3,2,2,2,39,5118,1.01,0.01
98092,8,2004,545076,545063,1,1770,307.95,2,3,3,1,2,22,13,1,0
98004,8,1980,1222787,1462187.5,0.96,2300,680.56,2,3,3,1,2,46,43901,0.84,-0.16
98023,7,1968,599920,599947,1,1850,324.3,1,4,3,1,2,58,-27,1,0
98125,8,2000,669900,660073,0.99,1240,532.32,2,3,3,1,2,26,9827,1.01,0.01
98271,7,1976,499863,500080,1,1000,500.08,1,3,1,1,2,50,-217,1,0
98133,7,1985,569974,519916,1,600,680.56,1,1.5,1,1,2,41,43901,1.1,0.1
98258,7,1985,750043,650055,0.96,1980,328.31,2,3,2,2,2,41,43901,1.15,0.15
98223,8,2002,484070,501050,1.03,1470,340.85,2,3,3,2,2,24,-16980,0.97,-0.03
99301,7,2025,512912,511924,1,1700,301.13,1,4,2,2,2,1,988,1,0
98030,7,2025,1087079,1039944,0.96,2980,348.97,2,5,3,2,2,1,43901,1.05,0.05
98115,7,1974,569974,800075,1,3865,196.58,1,5,4,3.5,2,52,-33595,0.71,-0.29
98292,4,1977,345076,365096,1.03,860,424.53,1,2,1,1,2,49,-20020,0.95,-0.05
98002,7,1927,569974,465064,1,1700,273.57,2,3,2,2,2,99,43901,1.23,0.23
98603,7,1976,569974,397927,1,1810,324.3,2,2,1,1,2,50,43901,1.43,0.43
98837,7,2025,390065,384930,0.99,1690,227.77,1,4,2,1,2,1,5135,1.01,0.01
99208,7,1980,569974,256948,1,1960,131.1,1,2,2,2,2,46,43901,2.22,1.22
98103,7,1920,569974,1462187.5,1,3640,680.56,2,5.5,4.5,3.5,2,106,-33595,0.39,-0.61
98008,7,1980,569974,1462187.5,1,3000,633.31,1,4,3,2,2,46,-33595,0.39,-0.61
99156,3,1992,94901,94923,1,1810,324.3,2,3,2,2,2,34,-22,1,0
98370,4,1983,624824,629916,1.01,1780,353.89,1,4,2,2,2,43,-5092,0.99,-0.01
98033,7,1977,569974,1370092,1,2260,606.24,2,4,3,2,2,49,-33595,0.42,-0.58
99202,7,1909,569974,119941,1,860,139.47,1,2,1,1,2,117,43901,4.75,3.75
98225,5,1925,850059,849921,1,1870,454.5,2,4,4,2,2,101,138,1,0
98290,7,2006,699829,804904,1.03,3450,233.31,2,4,4,3,2,20,-33595,0.87,-0.13
98258,7,2007,569974,1462187.5,1,3780,449.76,2,2,2,2,2,19,-33595,0.39,-0.61
99016,7,2025,569974,575002,1,3630,158.4,2,5,3,3,2,1,-5028,0.99,-0.01
98632,7,1924,339946,339937,1,1110,306.25,1,2,1,1,2,102,9,1,0
98033,7,2006,1222787,1462187.5,1.02,2850,680.56,2,5,3,2,2,20,-33595,0.84,-0.16
98166,7,2014,947050,939910,0.99,2740,343.03,2,5,3,2,2,12,7140,1.01,0.01
98901,7,1986,569974,295559,1,2480,119.18,1,3,2,2,2,40,43901,1.93,0.93
98230,4,1989,89972,87260,0.97,850,102.66,1,1.5,1,1,2,37,2712,1.03,0.03
98011,0,2025,1099968,1099964,1,1870,588.22,1,3,3,2,2,1,4,1,0
98382,3,1992,164911,150062,0.96,1810,324.3,2,3,0.5,2,2,34,14849,1.1,0.1
98011,8,2025,1222787,1295063,1.01,2200,588.66,2,4,4,1,2,1,-16086,0.94,-0.06
98660,0,2021,1222787,1462187.5,1,1680,680.56,1,2,2,2,2,5,-5,0.84,-0.16
98074,7,1990,1222787,1259948,0.97,2130,591.52,2,4,3,2,2,36,40128,0.97,-0.03
98312,7,1992,569974,1145193,1,1810,324.3,2,3,0.5,2,2,34,-33595,0.5,-0.5
98363,7,2003,569974,399912,1,2060,194.13,1,3,0.5,2,2,23,43901,1.43,0.43
98584,4,1976,150079,94919,0.96,920,103.17,1,3,1,1,2,50,43901,1.58,0.58
98115,0,1992,569974,1462187.5,1,3260,575.12,2,4,4.5,3,2,34,-33595,0.39,-0.61
98247,7,1996,569974,803421,1,2440,329.27,2,3,2,2,2,30,-33595,0.71,-0.29
98103,0,1992,569974,699085,1,1100,635.53,2,2,3,2,2,34,-33595,0.82,-0.18
98626,7,1920,569974,150056,1,1640,91.5,2,4,2,2,2,106,43901,3.8,2.8
98685,7,1966,569974,291905,1,1160,251.64,1,3,2,2,2,60,43901,1.95,0.95
98512,3,1992,475058,435075,0.96,1810,324.3,2,3,2,2,2,34,39983,1.09,0.09
98626,7,2003,569974,120054,1,320,375.17,1,3,0.5,2,2,23,43901,4.75,3.75
98125,7,1928,569974,600088,1,1210,495.94,2,3,1,1,2,98,-30114,0.95,-0.05
98103,8,2026,999891,1014862,1.01,1650,615.07,2,2,3,1,2,0,-14971,0.99,-0.01
98626,7,1922,569974,119927,1,770,155.75,1,1.5,1,1,2,104,43901,4.75,3.75
98110,0,1942,497930,503065,1.01,1080,465.8,1,2,1,2,2,84,-5135,0.99,-0.01
98204,8,2007,369582,367950,1,820,448.72,2,2,2,2,2,19,1632,1,0
98683,7,1997,569974,540096,1,1590,339.68,1,3,2,2,2,29,29878,1.06,0.06
98178,7,1953,569974,450059,1,890,505.68,1,2,1,1,2,73,43901,1.27,0.27
98672,3,1992,424936,425092,1,1810,324.3,2,3,2,2,2,34,-156,1,0
99019,3,1992,569974,450030,1,1810,324.3,2,3,0.5,2,2,34,43901,1.27,0.27
98034,8,1984,699957,692366,0.99,1240,558.36,2,2,3,2,2,42,7591,1.01,0.01
98101,0,1992,569974,1462187.5,1,940,680.56,2,1.5,3,2,2,34,-33595,0.39,-0.61
98901,4,2009,260062,268093,1.03,1190,225.29,1,3,2,2,2,17,-8031,0.97,-0.03
98382,4,2025,439854,418851,0.96,1600,261.78,1,3,2,2,2,1,21003,1.05,0.05
98629,7,2025,580097,579899,1,2080,278.8,2,4,2,2,2,1,198,1,0
98620,7,2023,549925,550052,1,2230,246.66,1,4,2,2,2,3,-127,1,0
98105,8,2026,679893,679850,1,1020,666.52,2,2,2,1,2,0,43,1,0
98178,7,1953,738912,708937,0.96,2060,344.14,1,4,2,2,2,73,29975,1.04,0.04
98685,7,1990,525075,525093,1,2030,258.67,2,3,2,2,2,36,-18,1,0
98112,7,2009,1222787,1462187.5,0.98,3865,680.56,2,4,4,3,2,17,43901,0.84,-0.16
99403,7,2025,529068,568006,1,1740,324.3,1,3,2,2,2,1,-33595,0.93,-0.07
98605,3,1992,264900,264923,1,1810,324.3,2,3,2,2,2,34,-23,1,0
98501,7,2014,634909,625098,0.98,3260,191.75,2,5,3,2,2,12,9811,1.02,0.02
98038,7,2011,775056,750056,0.97,2150,348.86,2,4,3,2,2,15,25000,1.03,0.03
99203,7,2023,814913,805051,0.99,3190,252.37,2,5,3,3,2,3,9862,1.01,0.01
98122,0,1929,569974,349867,1,620,564.3,3.5,1.5,1,1,2,97,43901,1.63,0.63
98684,7,2007,920067,920052,1,3865,226.61,2,5.5,4,3.5,2,19,15,1,0
98339,4,1984,69438,67911,0.98,780,87.07,1,2,1,1,2,42,1527,1.02,0.02
98033,7,1989,569974,1454551,1,1800,680.56,2,3,4,2,2,37,-33595,0.39,-0.61
98901,4,1991,255063,253301,0.99,1300,194.85,1,2,2,2,2,35,1762,1.01,0.01
98908,3,1992,224918,209923,0.96,1810,324.3,2,3,2,2,2,34,14995,1.07,0.07
98226,3,1992,319821,305098,0.96,1810,324.3,2,3,2,2,2,34,14723,1.05,0.05
99004,7,2005,424912,433944,1.02,1980,219.16,2,3,3,2,2,21,-9032,0.98,-0.02
98682,7,1979,480100,480063,1,1540,311.73,2,3,2,2,2,47,37,1,0
98444,8,1969,339900,349927,1.03,1150,304.28,2,3,2,1,2,57,-10027,0.97,-0.03
99019,7,2019,950100,955051,1.01,3430,278.44,1,5,3,3,2,7,-4951,0.99,-0.01
98232,7,1998,569974,1462187.5,1,3600,458.32,2,3,4.5,3.5,2,28,-33595,0.39,-0.61
98366,7,1918,549924,564934,1.03,2620,215.62,2,3,3,2,2,108,-15010,0.97,-0.03
98640,4,1994,569974,191087,1,1510,126.55,2,3,2,2,2,32,43901,2.98,1.98
98802,3,1992,139582,119914,0.96,1810,324.3,2,3,2,2,2,34,19668,1.16,0.16
98370,3,1992,201414,201554,1,1810,324.3,2,3,2,2,2,34,-140,1,0
98002,4,1988,139093,138053,0.99,1230,112.24,1,2,2,1,2,38,1040,1.01,0.01
98686,7,2017,839930,839917,1,3730,225.18,2,4,2,2,2,9,13,1,0
98338,3,1992,214853,189932,0.96,1810,324.3,2,3,2,2,2,34,24921,1.13,0.13
99205,7,1928,400066,375090,0.96,2350,159.61,2,3,2,2,2,98,24976,1.07,0.07
99338,7,2018,627940,611935,0.97,3200,191.23,2,5,3,3,2,8,16005,1.03,0.03
98335,7,2020,1199069,1199068,1,3430,349.58,2,4,4,3,2,6,1,1,0
99208,7,1984,487076,487061,1,2250,216.47,2,4,2,2,2,42,15,1,0
99023,7,1999,749816,769937,1.03,3780,203.69,2,4,4,3,2,27,-20121,0.97,-0.03
98611,3,1992,209992,209986,1,1810,324.3,2,3,2,2,2,34,6,1,0
98225,7,1988,569974,1462187.5,1,3865,680.56,1,4,4,3,2,38,-33595,0.39,-0.61
98662,7,1996,519935,519917,1,1960,265.26,2,4,2,2,2,30,18,1,0
98682,7,1998,534903,535054,1,1930,277.23,2,4,2,2,2,28,-151,1,0
99201,7,1909,490072,505077,1.03,3865,129.51,3,3,4,3.5,2,117,-15005,0.97,-0.03
98837,3,1992,120062,105073,0.96,1810,324.3,2,3,2,2,2,34,14989,1.14,0.14
98528,3,1992,25100,15096,0.96,1810,324.3,2,3,2,2,2,34,10004,1.66,0.66
98837,5,1961,309928,330071,1.03,2870,115.01,2,5.5,4,2,2,65,-20143,0.94,-0.06
98639,7,1978,435100,434945,1,1480,293.88,1,2,2,2,2,48,155,1,0
99027,7,2005,647404,647585,1,3360,192.73,2,4,4,3.5,2,21,-181,1,0
98026,7,1998,1222787,1462187.5,0.99,3850,435.05,2,4,4,1,2,28,9961,0.84,-0.16
99006,3,1992,75079,65096,0.96,1810,324.3,2,3,2,2,2,34,9983,1.15,0.15
98221,7,2001,569974,1462187.5,1,3500,617.17,1,4,4.5,3,2,25,-33595,0.39,-0.61
98802,6,1992,569974,101160,1,1810,324.3,2,3,0.5,2,2,34,43901,5.63,4.63
98338,3,1992,214887,190083,0.96,1810,324.3,2,3,2,2,2,34,24804,1.13,0.13
98338,3,1992,214899,190073,0.96,1810,324.3,2,3,2,2,2,34,24826,1.13,0.13
98022,7,1977,669934,669921,1,2010,333.29,3,3,3,2,2,49,13,1,0
98686,0,1987,165082,164941,1,670,246.18,1,1.5,1,1,2,39,141,1,0
98337,5,1912,698923,699053,1,2760,253.28,2,5,4,2,2,114,-130,1,0
98027,7,2006,1222787,1449911,0.98,2280,635.93,2,3,3,2,2,20,25035,0.84,-0.16
99337,7,1950,569974,365098,1,1860,196.29,1,3,2,2,2,76,43901,1.56,0.56
98115,7,1942,1222787,1462187.5,1.03,2710,680.56,2,5,3,3,2,84,-33595,0.84,-0.16
98380,4,2022,569974,610065,1,1810,324.3,2,3,0.5,2,2,4,-33595,0.93,-0.07
99324,7,2016,489579,489568,1,2200,222.53,2,5,3,2,2,10,11,1,0
98367,4,1979,569974,330380,1,1440,229.43,1,3,0.5,2,2,47,43901,1.73,0.73
99114,7,1977,400070,367585,0.96,2830,129.89,1,4,3,3,2,49,32485,1.09,0.09
98058,7,2023,569974,1462187.5,1,3865,339.45,1,5.5,4.5,3.5,2,3,-33595,0.39,-0.61
